name,no_of_settled_bet,market_dict,league_dict,most_frequent_market,market_amount,market %,most_frequent_league,league_amount,league %
mm126,308,"{'Asian Handicap - Corners': 10, 'Match Odds - Half Time': 24, 'Asian Handicap - Half Time': 25, 'Asian Over/Under': 80, 'Asian Over/Under - Corners': 7, 'Match Odds': 41, 'Asian Handicap': 91, 'Asian Over/Under - Half Time': 20, 'Asian Over/Under - Corners - Half Time': 5, 'Asian Handicap - Corners - Half Time': 5}","{'Eredivisie': 9, 'TFF 1. Lig': 2, 'Taca de Portugal': 1, 'England Premier League': 18, 'Copa Libertadores': 4, 'CONCACAF Champions League': 2, 'International Friendly Games (Women)': 2, 'Egypt Premier League': 3, 'Copa Sudamericana': 3, 'NPL Queensland': 1, 'UEFA Womens Euro, Qualification': 8, 'Indian Super League': 2, 'ADEG Erste Liga': 1, 'Saudi Professional League': 4, 'Ireland First Division': 1, 'Argentina Primera B Nacional': 1, 'J.League 3': 1, 'Bolivian Primera Division': 3, 'K-League (Second League)': 1, 'Ykkosliigacup': 1, '2. Bundesliga': 5, 'Serie B': 4, '3.Liga': 1, 'Bundesliga': 5, 'Ekstraklasa': 3, 'Conference National': 4, 'Ligue 2': 3, 'Spain Rfef Primera - Group 1': 3, 'England Championship': 3, 'Challenge League': 6, 'Axpo Super League': 7, 'Peru Liga 1': 5, 'Ligue 1': 6, 'La Liga Profesional': 8, 'Chile Primera Division': 5, 'Major League Soccer': 4, 'J.League': 5, 'J.League 2': 3, 'New South Wales (Premier League)': 3, 'Meistriliiga': 4, 'Viasat Sport Divisionen (1st Division)': 3, 'Danish Superliga': 4, 'Russia Premier League': 4, 'First Division A': 3, 'NB I': 1, 'UAE Arabian Gulf League': 2, 'Goiano': 1, 'Allsvenskan': 4, 'Premier League 2 (Division 1)': 3, 'Premier League Cup (U21)': 1, 'Estonia Cup': 2, 'League One': 3, 'UEFA Champions League': 4, 'Colombia Cup': 4, 'UEFA Europa League': 1, 'Hyundai A-League': 4, 'Liga I': 2, 'Premier League': 2, 'Primera Division Femenina': 2, 'Chinese Super League': 3, 'Serie C Girone C': 2, 'Ukraine Premier League': 1, 'Greece Super League': 6, 'Segunda Division': 5, 'Serie A': 3, 'Kazakhstan Cup': 2, 'Serie C Girone B': 2, 'Primeira Liga': 6, 'Ligat Ha Al': 1, 'Brasilero Serie A': 4, 'Mexico Primera Division': 2, 'Serbia Super Liga': 2, 'Adeccoligaen': 1, 'Suomen Cup': 6, 'Indonesia Liga 1': 1, 'Korea FA Cup': 1, 'AFC Champions League': 4, 'Qatar Stars League': 3, ""Women's Super League"": 1, 'Scotland Premier League': 1, 'UEFA Europa Conference League': 1, 'Ecuador Primera A': 1, 'Victorian (Premier League)': 2, 'Bulgaria Premier League': 1, 'Liga de Honra': 1, 'Unibet I liga': 1, 'Primera Division': 5, 'Superettan': 2, 'K-League Classic (First League)': 1, 'Kazakhstan Premier League': 1, 'Thai League': 3, 'Gambrinus Liga': 1, 'Scottish Championship': 1, 'League Two': 2, 'Cyprus 1st Division': 3, 'FA Cup': 1, 'Urvalsdeild': 1, 'UEFA Champions League (Women)': 1, 'Serie C Girone A': 1, 'Brasilero Serie B': 1, 'Copa de Primera': 2, 'Westfield W-League': 1, 'Bundesliga (Women)': 1, 'KNVB Beker': 1, 'Campeonato Uruguayo': 1, 'Colombia Primera A': 1, 'Brasileiro Feminino': 1, 'Coppa Italia': 3, 'Nabisco Cup': 1, 'Veikkausliiga': 3}",Asian Handicap,91.0,29.55,England Premier League,18.0,5.84
mm133,139,"{'Asian Over/Under': 33, 'Asian Over/Under - Corners': 2, 'Match Odds': 21, 'Match Odds - Half Time': 19, 'Asian Handicap': 41, 'Asian Over/Under - Half Time': 7, 'Asian Handicap - Corners': 4, 'Asian Handicap - Half Time': 11, 'Asian Handicap - Corners - Half Time': 1}","{'Greece Super League': 1, 'Axpo Super League': 3, 'Super Lig': 2, 'England Premier League': 5, 'Copa Sudamericana': 2, 'Indian Super League': 2, 'Copa Libertadores': 5, 'Chinese Super League': 3, 'UEFA Womens Euro, Qualification': 5, 'Liga I': 2, 'Saudi Professional League': 3, 'tipp3-Bundesliga': 2, 'Bundesliga': 3, 'La Liga Profesional': 5, 'New South Wales (Premier League)': 1, 'NPL Queensland': 1, 'Ykkosliigacup': 1, 'Serie B': 1, 'England Championship': 4, 'Superettan': 3, 'League Two': 3, 'League One': 6, 'Ligue 1': 2, 'Serie A': 3, 'Ligue 2': 1, 'Segunda Division': 1, 'Major League Soccer': 3, 'Colombia Primera A': 2, 'J.League 2': 2, 'Hyundai A-League': 1, 'Bolivian Primera Division': 2, 'TFF 1. Lig': 1, 'Thai League': 1, 'Serbia Super Liga': 2, 'Campeonato Uruguayo': 1, 'Eliteserien': 1, 'Cyprus 1st Division': 1, 'Football League Trophy': 1, 'Peru Liga 1': 5, 'First Division A': 1, 'Croatia 1. HNL': 2, 'Serie C Girone C': 1, 'Argentina Primera B Nacional': 1, 'Russia Premier League': 1, 'Danish Superliga': 1, 'Saudi Super Cup': 2, 'UEFA Champions League': 1, 'UEFA Europa Conference League': 1, 'UEFA Europa League': 1, 'ADEG Erste Liga': 1, 'Belgium Challenger Pro League': 1, 'Premier League': 1, 'J.League': 3, 'Primera Division Femenina': 4, 'Ykkosliiga': 1, 'Spain Rfef Primera - Group 1': 1, 'Primeira Liga': 2, 'K-League Classic (First League)': 1, 'Scotland Premier League': 1, 'Eerste Divisie': 1, 'Ligat Ha Al': 2, 'Ecuador Primera A': 1, 'Brasilero Serie A': 1, 'Bulgaria Premier League': 1, 'Brasileiro Feminino': 1, 'Primera Division': 1, 'Suomen Cup': 3, 'Conference National': 1, 'UAE Arabian Gulf League': 1, 'Nabisco Cup': 1, 'Allsvenskan': 2, 'Cup Men': 1, 'Victorian (Premier League)': 1}",Asian Handicap,41.0,29.5,League One,6.0,4.32
mm135,264,"{'Match Odds': 34, 'Asian Handicap': 73, 'Asian Over/Under': 72, 'Asian Over/Under - Half Time': 21, 'Match Odds - Half Time': 20, 'Asian Handicap - Half Time': 20, 'Asian Handicap - Corners': 8, 'Asian Over/Under - Corners': 6, 'Asian Handicap - Corners - Half Time': 5, 'Asian Over/Under - Corners - Half Time': 5}","{'Eredivisie': 5, 'Ondrasovka Cup': 1, 'Saudi Professional League': 4, 'Presidents Cup': 1, 'Axpo Super League': 1, 'REMES Puchar Polski': 1, 'Ukraine Cup': 1, 'England Premier League': 6, 'Primera Division': 3, 'Chinese Super League': 2, 'UEFA Womens Euro, Qualification': 6, 'Liga I': 1, '2. Bundesliga': 4, 'Ekstraklasa': 1, 'Qatar Stars League': 2, 'Ireland First Division': 2, 'La Liga Profesional': 3, 'International Friendly Games (Women)': 1, 'New South Wales (Premier League)': 2, 'Meistriliiga': 1, '3.Liga': 3, 'TFF 1. Lig': 1, 'Serie A': 8, 'Indian Super League': 2, 'Conference National': 1, 'Bundesliga': 4, 'League Two': 2, 'Scotland Premier League': 2, 'Chile Primera Division': 4, 'Primeira Liga': 4, 'Serie C Girone A': 1, 'Ligue 1': 6, 'Ecuador Primera A': 4, 'Major League Soccer': 5, 'Mexico Primera Division': 2, 'J.League': 6, 'Hyundai A-League': 6, 'Urvalsdeild': 3, 'Thai League': 2, 'Serie C Girone B': 2, 'Russia Premier League': 2, 'Viasat Sport Divisionen (1st Division)': 1, 'Liga de Honra': 4, 'Allsvenskan': 3, 'Eliteserien': 5, 'First Division A': 6, 'Serbia Super Liga': 4, 'Serie C Girone C': 2, 'UAE Arabian Gulf League': 4, 'Danish Superliga': 5, 'Saudi Super Cup': 1, 'England Championship': 4, 'UEFA Champions League': 3, 'Colombia Cup': 2, 'Copa Sudamericana': 6, 'Copa Libertadores': 5, 'Veikkausliiga': 1, 'Colombia Primera A': 4, 'Bundesliga (Women)': 1, 'Super Lig': 5, 'Brasileiro Feminino': 2, 'Argentina Primera B Nacional': 2, 'Kazakhstan Cup': 1, 'Cyprus 1st Division': 2, 'Adeccoligaen': 3, 'Eerste Divisie': 1, 'Suomen Cup': 5, 'AFC Champions League': 5, 'Egypt Premier League': 1, ""Women's Super League"": 2, 'Brasilero Serie A': 3, 'Bolivian Primera Division': 5, 'UEFA Europa Conference League': 2, 'UEFA Europa League': 1, 'ADEG Erste Liga': 1, 'Belgium Challenger Pro League': 2, 'Victorian (Premier League)': 3, 'K-League Classic (First League)': 3, 'UEFA Champions League (Women)': 1, 'League One': 4, 'Bulgaria Premier League': 1, 'Ligue 2': 3, 'Spain Rfef Primera - Group 1': 1, 'Brasilero Serie C': 1, 'Copa de Primera': 2, 'NPL Queensland': 1, 'Scottish Cup': 2, 'Segunda Division': 2, 'Gambrinus Liga': 1, 'FA Cup': 1, 'Ukraine Premier League': 1, 'Premier League': 1, 'tipp3-Bundesliga': 2, 'Superettan': 1, 'Challenge League': 1, 'Coppa Italia': 1, 'Nabisco Cup': 2, 'Greece Super League': 2, 'Ykkosliiga': 1, 'Cup Men': 3, 'Unibet I liga': 1}",Asian Handicap,73.0,27.65,Serie A,8.0,3.03
mm22,78,"{'Asian Handicap': 66, 'Asian Over/Under': 11, 'Match Odds': 1}","{'Hyundai A-League': 14, 'Serie A': 3, 'Eredivisie': 4, 'England Championship': 3, '2. Bundesliga': 1, 'Primera Division': 9, 'England Premier League': 6, 'Super Lig': 8, 'Africa Cup of Nations': 9, 'Supercoppa': 3, 'Segunda Division': 1, 'AFC Nations Cup': 12, 'Axpo Super League': 1, 'EFL Cup': 3, 'Scotland Premier League': 1}",Asian Handicap,66.0,84.62,Hyundai A-League,14.0,17.95
mm2av,34,"{'Match Odds': 5, 'Asian Over/Under': 13, 'Match Odds - Half Time': 2, 'Asian Handicap': 8, 'Asian Over/Under - Half Time': 2, 'Asian Over/Under - Corners - Half Time': 1, 'Asian Handicap - Half Time': 2, 'Asian Handicap - Corners - Half Time': 1}","{'England Championship': 2, 'Presidents Cup': 1, 'Serbia Super Liga': 1, 'Copa Sudamericana': 2, 'TFF 1. Lig': 1, 'DFB Pokal': 1, 'Ukraine Cup': 1, 'NPL Queensland': 1, 'UEFA Womens Euro, Qualification': 1, 'Hyundai A-League': 2, 'League One': 2, 'First Division A': 1, 'Eredivisie': 2, 'J.League': 2, 'Allsvenskan': 1, 'Colombia Primera A': 1, 'Indian Super League': 1, 'Primeira Liga': 1, 'Estonia Cup': 1, 'Chinese Super League': 1, 'UEFA Europa Conference League': 1, 'Copa Libertadores': 1, 'Bundesliga (Women)': 1, 'Serie A': 1, 'Segunda Division': 1, 'Primera Division': 1, 'England Premier League': 1, 'Serie C Girone B': 1}",Asian Over/Under,13.0,38.24,England Championship,2.0,5.88
mmb333,23,"{'Asian Handicap': 13, 'Asian Over/Under': 10}","{'Africa Cup of Nations, Qualification': 1, 'UEFA Nations League': 1, 'U21 European Championship, Qualification': 1, 'England Premier League': 6, 'Serie A': 7, 'Bundesliga': 2, 'Ligue 1': 4, 'Primera Division': 1}",Asian Handicap,13.0,56.52,Serie A,7.0,30.43
mmk02,563,"{'Asian Over/Under': 346, 'Asian Handicap': 217}","{'Axpo Super League': 9, 'Greece Super League': 24, 'Primera Division': 22, 'Primeira Liga': 20, 'Peru Liga 1': 12, 'La Liga Profesional': 6, 'Danish Superliga': 11, 'Eerste Divisie': 41, 'Liga I': 7, 'Segunda Division': 17, 'England Premier League': 36, 'Premier League 2 (Division 1)': 1, 'Ligue 2': 14, 'Paulista Serie A1': 6, 'Colombia Primera A': 2, 'Egypt Premier League': 9, 'England Championship': 22, 'Football League Trophy': 9, 'UEFA Champions League': 6, 'League One': 11, 'UEFA Europa League': 6, 'UEFA Europa Conference League': 4, 'Bolivian Primera Division': 2, 'AFC Champions League': 1, 'Indian Super League': 4, 'Viasat Sport Divisionen (1st Division)': 7, '3.Liga': 14, 'Ekstraklasa': 10, 'ADEG Erste Liga': 7, 'Super Lig': 21, '2. Bundesliga': 7, 'Eredivisie': 14, 'Belgium Challenger Pro League': 7, 'Premier League': 11, 'First Division A': 12, 'Serie A': 16, 'Ligue 1': 7, 'Challenge League': 3, 'League Cup': 3, 'Hyundai A-League': 4, 'Indonesia Liga 1': 1, 'Serie B': 10, 'UAE Arabian Gulf League': 7, 'Gambrinus Liga': 19, 'Svenska Cup': 9, 'Saudi Professional League': 14, 'Liga de Honra': 2, 'Bundesliga': 20, 'Scotland Premier League': 3, 'League Two': 2, 'Qatar Stars League': 6, 'tipp3-Bundesliga': 10, 'Major League Soccer': 3, 'EFL Cup': 3, 'FA Cup': 3, 'Unibet I liga': 1, 'Scottish Championship': 1, 'K-League Classic (First League)': 1, 'TFF 1. Lig': 2, 'Russia Premier League': 1}",Asian Over/Under,346.0,61.46,Eerste Divisie,41.0,7.28
mmk3322,65,"{'Asian Handicap': 38, 'Asian Over/Under': 26, 'Match Odds': 1}","{'UEFA European Championship': 63, 'CONMEBOL Copa America': 2}",Asian Handicap,38.0,58.46,UEFA European Championship,63.0,96.92
mmkk0011,4,"{'Asian Over/Under': 3, 'Asian Handicap': 1}","{'Russian Cup': 1, 'Club Friendly Games': 1, 'Saudi Super Cup': 1, 'Egypt Premier League': 1}",Asian Over/Under,3.0,75.0,Russian Cup,1.0,25.0
mmm888,342,"{'Asian Handicap - Half Time': 24, 'Asian Handicap': 106, 'Match Odds - Half Time': 40, 'Match Odds': 40, 'Asian Over/Under - Half Time': 23, 'Asian Over/Under': 81, 'Asian Over/Under - Corners': 5, 'Asian Handicap - Corners': 10, 'Asian Over/Under - Corners - Half Time': 7, 'Asian Handicap - Corners - Half Time': 6}","{'UEFA Champions League (Women)': 2, 'Colombia Primera A': 10, 'Bolivian Primera Division': 6, 'Serie C Girone C': 3, 'Premier League': 3, 'England Championship': 7, 'League One': 7, 'League Two': 6, 'DBU Pokalen': 2, 'Russia Premier League': 9, 'Bulgaria Premier League': 3, 'ADEG Erste Liga': 4, 'Belgium Challenger Pro League': 8, 'Argentina Primera B Nacional': 6, 'Primera Division': 5, 'Primeira Liga': 9, 'Eerste Divisie': 2, 'Peru Liga 1': 4, 'J.League': 6, 'New South Wales (Premier League)': 3, 'Thai League': 2, 'Bundesliga': 13, 'Major League Soccer': 8, 'K-League (Second League)': 2, 'K-League Classic (First League)': 4, 'Hyundai A-League': 9, 'Ekstraklasa': 3, 'Superettan': 3, 'Serie A': 10, ""Women's Super League"": 1, 'Chinese Super League': 4, '3.Liga': 3, 'Cyprus 1st Division': 1, 'Serie C Girone A': 3, 'tipp3-Bundesliga': 2, 'England Premier League': 13, 'UAE Arabian Gulf League': 1, 'Ligue 2': 4, 'First Division A': 3, 'Campeonato Uruguayo': 1, 'Eredivisie': 6, 'Segunda Division': 6, 'Paulista Serie A1': 1, '2. Bundesliga': 4, 'Viasat Sport Divisionen (1st Division)': 2, 'Ligue 1': 8, 'Kazakhstan Premier League': 3, 'Allsvenskan': 3, 'Liga I': 1, 'Challenge League': 4, 'Danish Superliga': 3, 'Conference National': 1, 'Axpo Super League': 5, 'Liga de Honra': 3, 'CONCACAF Champions League': 1, 'Cupei Romaniei Timisoreana': 1, 'State Cup': 1, 'Coppa Italia': 1, 'Copa Libertadores': 5, 'J.League 2': 5, 'Coupe de France': 1, 'Copa Sudamericana': 4, 'International Friendly Games (Women)': 1, 'Saudi Professional League': 5, 'UEFA Womens Euro, Qualification': 10, 'La Liga Profesional': 2, 'Adeccoligaen': 1, 'Victorian (Premier League)': 2, 'Gambrinus Liga': 3, 'Catarinense': 1, 'Copa del Rey': 1, 'Serie C Girone B': 2, 'UEFA Europa Conference League': 4, 'UEFA Europa League': 3, 'Super Lig': 2, 'Brasilero Serie A': 6, 'Egypt Premier League': 2, 'Ecuador Primera A': 2, 'Suomen Cup': 4, 'Meistriliiga': 1, 'UEFA Champions League': 2, 'Nabisco Cup': 2, 'Russian Cup': 1, 'Qatar Stars League': 1, 'Brasileiro Feminino': 1, 'Mexico Primera Division': 1, 'Serie B': 2, 'Bundesliga (Women)': 2, 'NB I': 1, 'Serbia Super Liga': 1, 'FA Cup': 1, 'Urvalsdeild': 1, 'Chile Primera Division': 2, 'Primera Division Femenina': 1, 'Greece Super League': 2, 'KNVB Beker': 1, 'Spain Rfef Primera - Group 1': 2, 'Eliteserien': 1, 'NWSL': 1}",Asian Handicap,106.0,30.99,Bundesliga,13.0,3.8
mnt220,12,"{'Asian Over/Under': 4, 'Match Odds': 3, 'Match Odds - Half Time': 2, 'Asian Over/Under - Half Time': 1, 'Asian Handicap - Half Time': 1, 'Asian Handicap': 1}","{""FA Women's Cup"": 1, 'Segunda Division': 2, 'Danish Superliga': 1, 'England Premier League': 1, 'tipp3-Bundesliga': 1, 'Major League Soccer': 2, 'Paulista Serie A1': 1, 'Peru Liga 1': 2, 'CONCACAF Gold Cup (Women)': 1}",Asian Over/Under,4.0,33.33,Segunda Division,2.0,16.67
mnt221,16,"{'Asian Handicap - Half Time': 3, 'Match Odds': 4, 'Asian Over/Under': 7, 'Asian Handicap': 2}","{'Premier League 2 (Division 1)': 1, 'First Division A': 1, 'Egypt Premier League': 1, 'Axpo Super League': 1, 'Danish Superliga': 1, 'Primera Division': 1, 'Croatia 1. HNL': 1, 'Gambrinus Liga': 1, 'Bundesliga': 1, 'Ekstraklasa': 1, '3.Liga': 1, 'Major League Soccer': 1, 'Greece Super League': 1, 'Paulista Serie A1': 1, 'Serie A': 1, 'Chile Primera Division': 1}",Asian Over/Under,7.0,43.75,Premier League 2 (Division 1),1.0,6.25
mnt222,12,"{'Match Odds': 3, 'Asian Over/Under - Half Time': 1, 'Match Odds - Half Time': 1, 'Asian Handicap': 6, 'Asian Handicap - Half Time': 1}","{'Super Lig': 2, 'Serie A': 1, 'Egypt Premier League': 1, 'Danish Superliga': 2, 'England Premier League': 1, 'Qatar Stars League': 1, '3.Liga': 1, 'First Division A': 1, 'Bolivian Primera Division': 1, 'Segunda Division': 1}",Asian Handicap,6.0,50.0,Super Lig,2.0,16.67
mnt223,15,"{'Match Odds - Half Time': 1, 'Asian Over/Under': 5, 'Asian Handicap': 6, 'Asian Handicap - Half Time': 2, 'Match Odds': 1}","{'Segunda Division': 1, 'Ligue 1': 1, 'England Premier League': 3, ""FA Women's Cup"": 1, 'Greece Super League': 1, 'Chile Primera Division': 1, '3.Liga': 1, 'Bundesliga (Women)': 1, 'Eredivisie': 1, 'Bundesliga': 1, 'Goiano': 2, 'Serie A': 1}",Asian Handicap,6.0,40.0,England Premier League,3.0,20.0
mnt224,13,"{'Asian Handicap': 3, 'Asian Over/Under': 3, 'Match Odds': 5, 'Asian Handicap - Half Time': 1, 'Match Odds - Half Time': 1}","{'England Premier League': 1, 'Danish Superliga': 1, 'Egypt Premier League': 1, 'First Division A': 1, 'Super Lig': 1, 'Unibet I liga': 1, 'Gambrinus Liga': 1, 'Ekstraklasa': 1, 'Greece Super League': 2, 'Primeira Liga': 1, 'Gaucho': 1, 'Scottish Cup': 1}",Match Odds,5.0,38.46,Greece Super League,2.0,15.38
mnt225,16,"{'Match Odds': 4, 'Asian Handicap': 4, 'Asian Over/Under': 4, 'Match Odds - Half Time': 1, 'Asian Over/Under - Half Time': 2, 'Asian Handicap - Half Time': 1}","{'Bundesliga': 1, 'Meistriliiga': 1, 'England Premier League': 1, 'Serie A': 1, 'Indian Super League': 1, 'Chile Primera Division': 1, '3.Liga': 1, 'tipp3-Bundesliga': 1, 'Qatar Stars League': 1, 'Ligat Ha Al': 1, 'Belgium Challenger Pro League': 1, 'Paulista Serie A1': 1, 'Peru Liga 1': 1, 'Greece Super League': 1, 'Goiano': 1, 'Ecuador Primera A': 1}",Match Odds,4.0,25.0,Bundesliga,1.0,6.25
mnt226,9,"{'Asian Over/Under': 6, 'Asian Over/Under - Half Time': 1, 'Asian Handicap': 1, 'Match Odds': 1}","{'England Premier League': 1, 'Gambrinus Liga': 1, 'Axpo Super League': 1, 'Eredivisie': 1, 'Bundesliga': 1, 'First Division A': 1, '3.Liga': 1, 'Primera Division': 1, 'Paranaense': 1}",Asian Over/Under,6.0,66.67,England Premier League,1.0,11.11
mnt227,12,"{'Match Odds': 5, 'Asian Over/Under': 1, 'Match Odds - Half Time': 1, 'Asian Handicap': 4, 'Asian Handicap - Half Time': 1}","{'Super Lig': 2, 'Primera Division': 2, 'Ekstraklasa': 1, 'First Division A': 1, 'Eredivisie': 1, 'Serie A': 1, 'Belgium Challenger Pro League': 1, 'Paulista Serie A1': 1, 'Serie C Girone B': 1, 'Peru Liga 1': 1}",Match Odds,5.0,41.67,Super Lig,2.0,16.67
mnt228,14,"{'Asian Handicap': 6, 'Match Odds': 3, 'Asian Over/Under': 3, 'Asian Over/Under - Half Time': 1, 'Match Odds - Half Time': 1}","{""FA Women's Cup"": 1, 'Super Lig': 1, 'Danish Superliga': 1, 'tipp3-Bundesliga': 1, '3.Liga': 1, 'First Division A': 1, 'Ligat Ha Al': 1, 'Belgium Challenger Pro League': 1, 'Bundesliga': 1, 'Paulista Serie A1': 1, 'Serie C Girone B': 1, 'Serie A': 1, 'Mineiro': 1, 'Campeonato Uruguayo': 1}",Asian Handicap,6.0,42.86,FA Women's Cup,1.0,7.14
mnt229,12,"{'Asian Handicap - Half Time': 1, 'Asian Handicap': 4, 'Asian Over/Under': 3, 'Match Odds - Half Time': 2, 'Match Odds': 1, 'Asian Over/Under - Half Time': 1}","{'Thai League': 1, '2. Bundesliga': 1, 'Serie C Girone B': 1, 'Serie C Girone A': 1, 'Indian Super League': 1, 'Danish Superliga': 1, 'Serie A': 1, 'Ligat Ha Al': 1, 'Primeira Liga': 2, 'Gaucho': 1, 'Liga de Expansion': 1}",Asian Handicap,4.0,33.33,Primeira Liga,2.0,16.67
momo123,98,"{'Asian Handicap': 29, 'Asian Over/Under': 22, 'Match Odds': 34, 'Asian Handicap - Half Time': 6, 'Match Odds - Half Time': 4, 'Asian Over/Under - Half Time': 3}","{'World Cup Qualification, CAF': 17, 'International Friendly Games': 16, 'Brasilero Serie D': 5, 'Major League Soccer': 6, 'World Cup Qualification, CONCACAF': 14, 'Brasilero Serie B': 3, 'Brasileiro Feminino': 1, 'Copa Argentina': 1, 'Copa Libertadores': 1, 'Copa Sudamericana': 1, 'Nabisco Cup': 2, 'NPL Queensland': 1, 'Adeccoligaen': 1, 'J.League 2': 1, 'Brasilero Serie A': 1, 'Primera Division Femenina': 1, 'Brasilero Serie C': 1, 'World Cup Qualification, AFC': 4, 'Veikkausliiga': 3, 'Emperor Cup': 16, 'New South Wales (Premier League)': 2}",Match Odds,34.0,34.69,"World Cup Qualification, CAF",17.0,17.35
mosh77a,107,"{'Asian Over/Under': 23, 'Asian Handicap': 30, 'Match Odds': 32, 'Match Odds - Half Time': 5, 'Asian Over/Under - Half Time': 7, 'Asian Handicap - Half Time': 10}","{'J.League 2': 16, 'NPL Queensland': 4, 'Argentina Primera B Nacional': 3, 'U21 Friendly Games': 4, 'World Cup Qualification, CAF': 11, 'Veikkausliiga': 5, 'New South Wales (Premier League)': 4, 'J.League 3': 2, 'Victorian (Premier League)': 2, 'International Friendly Games': 15, 'Ykkosliiga': 1, 'Brasilero Serie D': 2, 'World Cup Qualification, CONCACAF': 7, 'Campeonato Uruguayo': 2, 'Brasilero Serie B': 3, 'Copa Sudamericana': 1, 'Major League Soccer': 3, 'Nabisco Cup': 1, 'Cup Men': 2, 'Adeccoligaen': 2, 'Primera Division Femenina': 1, 'Brasilero Serie A': 1, 'World Cup Qualification, AFC': 6, 'Emperor Cup': 9}",Match Odds,32.0,29.91,J.League 2,16.0,14.95
moss1,120,"{'Asian Handicap': 112, 'Asian Handicap - Half Time': 2, 'Asian Over/Under': 6}","{'Club Friendly Games': 16, 'FFA Cup': 1, 'Saudi Super Cup': 2, 'FAI Cup': 3, 'NPL Queensland': 2, 'Campeonato Uruguayo': 1, 'Meistriliiga': 2, 'ADEG Erste Liga': 1, 'Premier League 2 (Division 1)': 2, 'Ecuador Primera A': 4, 'Peru Liga 1': 1, 'UAE Arabian Gulf League': 3, 'Adeccoligaen': 1, 'UEFA Europa Conference League, Qualification': 1, 'Ykkosliiga': 1, 'J.League 3': 1, 'Qatar Stars Cup': 1, 'NB I': 1, 'International Friendly Games': 5, 'UEFA Champions League (Women)': 5, 'UEFA Nations League': 1, 'U21 European Championship, Qualification': 10, 'Primera Division Femenina': 1, 'NWSL': 4, 'CONCACAF Nations League': 8, 'Africa Cup of Nations, Qualification': 2, 'AFC Nations Cup, Qualification': 2, 'Bolivian Primera Division': 1, 'Qatar Stars League': 1, 'Premier League Cup (U21)': 1, 'UEFA Champions League, Women Qualification': 2, 'AFC Champions League Two': 10, 'V-League': 1, 'Bundesliga (Women)': 4, 'Thai League': 3, 'Premier League': 1, 'Azerbaijan Premier League': 2, 'Colombia Primera A': 1, 'U21 Friendly Games': 1, 'Serie C Girone A': 1, 'Presidents Cup': 1, 'Saudi Professional League': 2, 'International Friendly Games (Women)': 5, 'Greece Cup': 1}",Asian Handicap,112.0,93.33,Club Friendly Games,16.0,13.33
